45	ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services	Mobisys	CORE2014	B	No	805		
50	ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation	PEPM	CORE2014	B	No	803		
53	ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering	PASTE	CORE2014	B	No	803		
57	ACM Special Interest Group on Supporting Group Work (was SIGGRoup)	Group	CORE2014	B	No	806		
59	ACM Symposium on Applied Computing	SAC	CORE2014	B	No	804		
2003	ACM Symposium on Document Engineering	DocEng	CORE2014	B	Yes	806		
61	ACM Symposium on Information, Computer and Communications Security	AsiaCCS	CORE2014	B	No	803		
64	ACM Symposium on Solid and Physical Modelling	SPM	CORE2014	B	No	802		
72	ACM Workshop on Scalable Trusted Computing	STC	CORE2014	B	No	803		
74	ACM Workshop on Web Information and Data Management	WIDM	CORE2014	B	No	806		
85	ACM-SIGRAPH Interactive 3D Graphics	I3DG	CORE2014	B	Yes	801		
75	ACM/IEEE International Conference on Distributed Smart Cameras	ICDSC	CORE2014	B	No	803		
78	ACM/IEEE/SCS Workshop on Parallel and Distributed Simulation	PADS	CORE2014	B	No	805		
89	Advanced Concepts for Intelligent Vision Systems	ACIVS	CORE2014	B	Yes	801		
93	Advanced Visual Interfaces	AVI	CORE2014	B	No	801		
100	Agent-Oriented Information Systems Workshop	AOIS	CORE2014	B	No	801		
106	Algorithmic Learning Theory	ALT	CORE2014	B	Yes	802		
108	Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures)	WADS	CORE2014	B	Yes	802		
1964	Algorithms and Experiments	ALEX	CORE2014	B	No			
1995	Annual Conference on Computer Science Logic	CSL	CORE2014	B	No	802		
132	Annual International Workshop on Presence	PRESENCE	CORE2014	B	No	801		
135	Annual PPIG Workshop	PPIG	CORE2014	B	No	806		
142	Application of Concurrency to System Design	ACSD	CORE2014	B	No	805		
152	Artificial Neural Networks in Engineering Conference	ANNIE	CORE2014	B	No	801		
159	Asia Pacific Conference on Communications	APCC	CORE2014	B	No	1005		
165	Asia Pacific Web Conference	APWEB	CORE2014	B	Yes	805		
175	Asia-Pacific Bioinformatics Conference	APBC	CORE2014	B	No	803		
178	Asia-Pacific Conference on Conceptual Modelling	APCCM	CORE2014	B	No	802		
181	Asia-Pacific Conference on Simulated Evolution and Learning	SEAL	CORE2014	B	No	801		
186	Asia-Pacific Software Engineering Conference	APSEC	CORE2014	B	Yes	803		
166	Asian Computing Science Conference	ASIAN	CORE2014	B	No	8		
167	Asian Conference on Computer Vision	ACCV	CORE2014	B	No	801		
171	ASIAN Symposium on Programming Languages and Systems	APLAS	CORE2014	B	Yes	803		
193	Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference	CAADRIA	CORE2014	B	No	803	1203	1201
317	Collaborative Electronic Commerce Technology and Research	CollECTeR	CORE2014	B	No	806		
321	Combinatorial Pattern Matching	CPM	CORE2014	B	No	802	804	
